DateTime,Open,High,Low,Close
20170524 12:00:00.000,1.85148,1.85166,1.83673,1.83986
20170525 00:00:00.000,1.83953,1.85064,1.83885,1.84611
20170525 12:00:00.000,1.84610,1.84739,1.83527,1.84261
20170526 00:00:00.000,1.84259,1.84388,1.82541,1.82739
20170526 12:00:00.000,1.82739,1.82790,1.81046,1.81196
20170529 00:00:00.000,1.81264,1.82145,1.81221,1.81711
20170529 12:00:00.000,1.81710,1.82070,1.81161,1.81914
20170530 00:00:00.000,1.81868,1.82296,1.81379,1.81905
20170530 12:00:00.000,1.81904,1.82236,1.80935,1.81146
20170531 00:00:00.000,1.81125,1.81328,1.79937,1.80061
20170531 12:00:00.000,1.80058,1.82064,1.79891,1.81904
20170601 00:00:00.000,1.81836,1.82398,1.81408,1.81943
20170601 12:00:00.000,1.81952,1.82710,1.81377,1.82409
20170602 00:00:00.000,1.82408,1.82508,1.81491,1.81503
20170602 12:00:00.000,1.81503,1.81804,1.80117,1.80342
20170605 00:00:00.000,1.80185,1.80924,1.80019,1.80674
20170605 12:00:00.000,1.80675,1.81279,1.80481,1.80717
20170606 00:00:00.000,1.80702,1.81225,1.79921,1.80160
20170606 12:00:00.000,1.80159,1.80195,1.78877,1.79631
20170607 00:00:00.000,1.79671,1.79956,1.79088,1.79207
20170607 12:00:00.000,1.79205,1.80235,1.79159,1.80072
20170608 00:00:00.000,1.80062,1.80333,1.79660,1.79805
20170608 12:00:00.000,1.79805,1.79967,1.78731,1.79510
20170609 00:00:00.000,1.76211,1.78077,1.75341,1.76473
20170609 12:00:00.000,1.76480,1.77335,1.76161,1.76598
20170612 00:00:00.000,1.76257,1.77699,1.76257,1.77032
20170612 12:00:00.000,1.77034,1.77107,1.75505,1.75801
20170613 00:00:00.000,1.75745,1.76213,1.74962,1.75921
20170613 12:00:00.000,1.75926,1.76621,1.75797,1.76580
20170614 00:00:00.000,1.76565,1.77091,1.75713,1.75781
20170614 12:00:00.000,1.75781,1.75921,1.74412,1.75337
20170615 00:00:00.000,1.75418,1.76749,1.75293,1.75692
20170615 12:00:00.000,1.75691,1.77648,1.75506,1.76882
20170616 00:00:00.000,1.76956,1.77332,1.76247,1.76470
20170616 12:00:00.000,1.76478,1.76703,1.76025,1.76106
20170619 00:00:00.000,1.76021,1.76359,1.74939,1.76282
20170619 12:00:00.000,1.76280,1.76488,1.75677,1.76073
20170620 00:00:00.000,1.76090,1.76358,1.74338,1.74873
20170620 12:00:00.000,1.74872,1.75093,1.74133,1.74341
20170621 00:00:00.000,1.74342,1.75035,1.73975,1.74128
20170621 12:00:00.000,1.74129,1.75641,1.73845,1.75491
20170622 00:00:00.000,1.74291,1.75147,1.74149,1.74322
20170622 12:00:00.000,1.74331,1.74870,1.73977,1.74541
20170623 00:00:00.000,1.74540,1.74947,1.74416,1.74784
20170623 12:00:00.000,1.74778,1.75055,1.74324,1.74607
20170626 00:00:00.000,1.74751,1.75451,1.74690,1.75334
20170626 12:00:00.000,1.75335,1.75346,1.74169,1.74512
20170627 00:00:00.000,1.74522,1.74807,1.73387,1.74188
20170627 12:00:00.000,1.74192,1.76532,1.74059,1.76190
20170628 00:00:00.000,1.76217,1.76612,1.75541,1.76325
20170628 12:00:00.000,1.76327,1.77979,1.75776,1.76904
20170629 00:00:00.000,1.76898,1.77744,1.76716,1.77578
20170629 12:00:00.000,1.77575,1.78721,1.77364,1.78141
20170630 00:00:00.000,1.77933,1.78370,1.77147,1.77155
20170630 12:00:00.000,1.77153,1.77900,1.76691,1.77531
20170703 00:00:00.000,1.77351,1.78203,1.77137,1.77677
20170703 12:00:00.000,1.77678,1.77915,1.77197,1.77325
20170704 00:00:00.000,1.77265,1.78188,1.77249,1.77650
20170704 12:00:00.000,1.77654,1.77959,1.76980,1.77164
20170705 00:00:00.000,1.77045,1.77772,1.76994,1.77474
20170705 12:00:00.000,1.77473,1.78049,1.77307,1.77420
20170706 00:00:00.000,1.77411,1.77927,1.77351,1.77486
20170706 12:00:00.000,1.77485,1.78673,1.77435,1.78236
20170707 00:00:00.000,1.78239,1.78282,1.77362,1.77501
20170707 12:00:00.000,1.77502,1.77642,1.76683,1.76914
20170710 00:00:00.000,1.76735,1.77528,1.76703,1.76893
20170710 12:00:00.000,1.76892,1.77333,1.76781,1.77027
20170711 00:00:00.000,1.76992,1.78621,1.76901,1.78587
20170711 12:00:00.000,1.78591,1.78982,1.77464,1.77765
20170712 00:00:00.000,1.77791,1.78153,1.76950,1.77761
20170712 12:00:00.000,1.77761,1.78073,1.77115,1.77433
20170713 00:00:00.000,1.77321,1.77875,1.76729,1.76983
20170713 12:00:00.000,1.76983,1.76987,1.75322,1.76666
20170714 00:00:00.000,1.76691,1.77164,1.76596,1.77087
20170714 12:00:00.000,1.77088,1.78663,1.76605,1.78212
20170717 00:00:00.000,1.78327,1.78956,1.78051,1.78507
20170717 12:00:00.000,1.78508,1.78654,1.77731,1.78339
20170718 00:00:00.000,1.78312,1.79792,1.77117,1.77252
20170718 12:00:00.000,1.77250,1.77493,1.76732,1.77381
20170719 00:00:00.000,1.77381,1.77555,1.76561,1.76926
20170719 12:00:00.000,1.76928,1.77352,1.76538,1.77002
20170720 00:00:00.000,1.77002,1.77617,1.76675,1.77024
20170720 12:00:00.000,1.77024,1.77046,1.74858,1.75309
20170721 00:00:00.000,1.75304,1.75390,1.74531,1.74767
20170721 12:00:00.000,1.74767,1.75033,1.74169,1.74247
20170724 00:00:00.000,1.74182,1.75285,1.74182,1.75058
20170724 12:00:00.000,1.75053,1.75613,1.74931,1.75079
20170725 00:00:00.000,1.75095,1.75902,1.74971,1.75406
20170725 12:00:00.000,1.75406,1.75993,1.75154,1.75575
20170726 00:00:00.000,1.75542,1.75792,1.75177,1.75361
20170726 12:00:00.000,1.75363,1.75805,1.74236,1.74474
20170727 00:00:00.000,1.74412,1.74569,1.73972,1.74441
20170727 12:00:00.000,1.74441,1.75023,1.74259,1.74435
20170728 00:00:00.000,1.74421,1.75161,1.74165,1.75160
20170728 12:00:00.000,1.75160,1.75435,1.74619,1.74690
20170731 00:00:00.000,1.74678,1.75195,1.74586,1.74911
20170731 12:00:00.000,1.74902,1.76097,1.74804,1.75783
20170801 00:00:00.000,1.75782,1.76606,1.75539,1.76557
20170801 12:00:00.000,1.76556,1.77187,1.76415,1.76769
20170802 00:00:00.000,1.76792,1.78413,1.76640,1.78153
20170802 12:00:00.000,1.78152,1.78456,1.77546,1.77926
20170803 00:00:00.000,1.77882,1.79234,1.77868,1.78922
20170803 12:00:00.000,1.78924,1.78949,1.76381,1.76651
20170804 00:00:00.000,1.76672,1.76942,1.76396,1.76535
20170804 12:00:00.000,1.76533,1.76758,1.75676,1.75731
20170807 00:00:00.000,1.76062,1.77233,1.75902,1.77086
20170807 12:00:00.000,1.77086,1.77423,1.76872,1.77008
20170808 00:00:00.000,1.76992,1.77445,1.76972,1.77216
20170808 12:00:00.000,1.77216,1.77379,1.76646,1.77191
20170809 00:00:00.000,1.77202,1.77973,1.77010,1.77458
20170809 12:00:00.000,1.77456,1.77804,1.77012,1.77101
20170810 00:00:00.000,1.77122,1.78810,1.76539,1.78647
20170810 12:00:00.000,1.78649,1.78990,1.78002,1.78293
20170811 00:00:00.000,1.78281,1.78943,1.77957,1.78062
20170811 12:00:00.000,1.78060,1.78257,1.77491,1.77651
20170814 00:00:00.000,1.77634,1.78153,1.77401,1.77877
20170814 12:00:00.000,1.77877,1.78141,1.77669,1.77864
20170815 00:00:00.000,1.77866,1.77914,1.77157,1.77226
20170815 12:00:00.000,1.77223,1.77993,1.76696,1.77806
20170816 00:00:00.000,1.77807,1.78105,1.77241,1.77819
20170816 12:00:00.000,1.77806,1.77966,1.76154,1.76252
20170817 00:00:00.000,1.76233,1.76469,1.75934,1.76315
20170817 12:00:00.000,1.76321,1.76717,1.76083,1.76662
20170818 00:00:00.000,1.76671,1.76860,1.76002,1.76191
20170818 12:00:00.000,1.76200,1.76223,1.75209,1.76014
20170821 00:00:00.000,1.75842,1.76212,1.75718,1.76150
20170821 12:00:00.000,1.76150,1.76346,1.75715,1.76008
20170822 00:00:00.000,1.76006,1.76223,1.75787,1.76065
20170822 12:00:00.000,1.76055,1.76347,1.75634,1.76121
20170823 00:00:00.000,1.76121,1.77592,1.76019,1.77464
20170823 12:00:00.000,1.77465,1.77590,1.77016,1.77152
20170824 00:00:00.000,1.77134,1.77921,1.76824,1.77807
20170824 12:00:00.000,1.77812,1.77881,1.77252,1.77472
20170825 00:00:00.000,1.77531,1.77904,1.77253,1.77296
20170825 12:00:00.000,1.77297,1.78157,1.77118,1.77836
20170828 00:00:00.000,1.78160,1.78472,1.77776,1.78152
20170828 12:00:00.000,1.78150,1.78493,1.78022,1.78203
20170829 00:00:00.000,1.78191,1.79306,1.78120,1.78133
20170829 12:00:00.000,1.78134,1.78322,1.77552,1.78088
20170830 00:00:00.000,1.77900,1.78642,1.77724,1.78196
20170830 12:00:00.000,1.78196,1.79797,1.78044,1.79406
20170831 00:00:00.000,1.79279,1.80791,1.79188,1.80022
20170831 12:00:00.000,1.80025,1.80334,1.79614,1.80037
20170901 00:00:00.000,1.79765,1.80716,1.79760,1.80638
20170901 12:00:00.000,1.80640,1.81090,1.80263,1.80863
20170904 00:00:00.000,1.81021,1.81192,1.80189,1.80257
20170904 12:00:00.000,1.80255,1.80786,1.79963,1.80476
20170905 00:00:00.000,1.80191,1.80568,1.79734,1.79840
20170905 12:00:00.000,1.79839,1.80439,1.79229,1.80072
20170906 00:00:00.000,1.80095,1.80486,1.79548,1.80352
20170906 12:00:00.000,1.80352,1.81453,1.80192,1.81132
20170907 00:00:00.000,1.81112,1.81750,1.80739,1.81581
20170907 12:00:00.000,1.81582,1.81870,1.80805,1.81089
20170908 00:00:00.000,1.81086,1.81171,1.79065,1.79943
20170908 12:00:00.000,1.79943,1.81804,1.79941,1.81647
20170911 00:00:00.000,1.81452,1.82491,1.81123,1.81151
20170911 12:00:00.000,1.81158,1.81907,1.80797,1.81412
20170912 00:00:00.000,1.81410,1.82614,1.80349,1.81529
20170912 12:00:00.000,1.81530,1.82409,1.81337,1.82258
20170913 00:00:00.000,1.82258,1.83051,1.81875,1.82146
20170913 12:00:00.000,1.82147,1.82884,1.81797,1.82370
20170914 00:00:00.000,1.82333,1.83061,1.81866,1.82412
20170914 12:00:00.000,1.82412,1.86180,1.81846,1.85415
20170915 00:00:00.000,1.85611,1.86288,1.84830,1.86104
20170915 12:00:00.000,1.86106,1.87395,1.85587,1.86339
20170918 00:00:00.000,1.86274,1.86453,1.85181,1.85540
20170918 12:00:00.000,1.85539,1.86659,1.85075,1.85704
20170919 00:00:00.000,1.85795,1.86181,1.84852,1.84951
20170919 12:00:00.000,1.84952,1.85303,1.84246,1.84601
20170920 00:00:00.000,1.84441,1.85044,1.83321,1.84492
20170920 12:00:00.000,1.84492,1.84542,1.83256,1.83392
20170921 00:00:00.000,1.83392,1.84812,1.83253,1.84091
20170921 12:00:00.000,1.84098,1.85913,1.83991,1.85842
20170922 00:00:00.000,1.85770,1.86574,1.85341,1.85561
20170922 12:00:00.000,1.85563,1.85676,1.83334,1.83723
20170925 00:00:00.000,1.84641,1.86701,1.83952,1.85568
20170925 12:00:00.000,1.85569,1.86125,1.84902,1.85318
20170926 00:00:00.000,1.85261,1.86886,1.84998,1.86879
20170926 12:00:00.000,1.86878,1.87215,1.86114,1.86692
20170927 00:00:00.000,1.86589,1.86999,1.85887,1.86308
20170927 12:00:00.000,1.86306,1.86494,1.85118,1.85896
20170928 00:00:00.000,1.85896,1.86566,1.85280,1.85734
20170928 12:00:00.000,1.85734,1.86731,1.85580,1.85690
20170929 00:00:00.000,1.85666,1.86101,1.85383,1.85403
20170929 12:00:00.000,1.85402,1.85954,1.84807,1.85682
20171002 00:00:00.000,1.85282,1.85921,1.85219,1.85362
20171002 12:00:00.000,1.85363,1.85434,1.83973,1.84427
20171003 00:00:00.000,1.84567,1.85264,1.84278,1.84915
20171003 12:00:00.000,1.84913,1.85296,1.84327,1.84824
20171004 00:00:00.000,1.84823,1.85259,1.84168,1.85164
20171004 12:00:00.000,1.85164,1.85488,1.84647,1.84780
20171005 00:00:00.000,1.84738,1.85130,1.84076,1.84204
20171005 12:00:00.000,1.84204,1.84581,1.83842,1.84238
20171006 00:00:00.000,1.84248,1.84537,1.83741,1.84294
20171006 12:00:00.000,1.84288,1.84774,1.83863,1.84223
20171009 00:00:00.000,1.85352,1.85593,1.84815,1.85201
20171009 12:00:00.000,1.85203,1.86180,1.85200,1.85972
20171010 00:00:00.000,1.85927,1.86615,1.85758,1.86424
20171010 12:00:00.000,1.86424,1.86873,1.86221,1.86706
20171011 00:00:00.000,1.86714,1.86942,1.86199,1.86694
20171011 12:00:00.000,1.86694,1.86900,1.86216,1.86663
20171012 00:00:00.000,1.86579,1.86920,1.85743,1.85746
20171012 12:00:00.000,1.85749,1.86155,1.84570,1.85947
20171013 00:00:00.000,1.85855,1.86519,1.85781,1.86181
20171013 12:00:00.000,1.86182,1.86275,1.84730,1.85278
20171016 00:00:00.000,1.85248,1.85468,1.84696,1.85183
20171016 12:00:00.000,1.85183,1.85224,1.84180,1.84725
20171017 00:00:00.000,1.84724,1.85137,1.83545,1.84813
20171017 12:00:00.000,1.84813,1.84826,1.83446,1.83892
20171018 00:00:00.000,1.83881,1.85241,1.83768,1.84640
20171018 12:00:00.000,1.84645,1.84941,1.84377,1.84555
20171019 00:00:00.000,1.84497,1.87681,1.84341,1.86998
20171019 12:00:00.000,1.86999,1.88016,1.86852,1.87081
20171020 00:00:00.000,1.87042,1.88188,1.86921,1.87992
20171020 12:00:00.000,1.87992,1.89527,1.87925,1.89350
20171023 00:00:00.000,1.89591,1.90078,1.88825,1.89252
20171023 12:00:00.000,1.89256,1.89818,1.88766,1.89402
20171024 00:00:00.000,1.89332,1.90759,1.88737,1.90295
20171024 12:00:00.000,1.90292,1.90573,1.89791,1.90215
20171025 00:00:00.000,1.90104,1.91558,1.89913,1.91431
20171025 12:00:00.000,1.91433,1.93363,1.91265,1.92503
20171026 00:00:00.000,1.92318,1.93082,1.92053,1.92150
20171026 12:00:00.000,1.92153,1.92644,1.91702,1.92250
20171027 00:00:00.000,1.92276,1.92411,1.90944,1.91170
20171027 12:00:00.000,1.91167,1.91737,1.90621,1.90925
20171030 00:00:00.000,1.91131,1.92340,1.91062,1.91940
20171030 12:00:00.000,1.91940,1.92799,1.91743,1.92118
20171031 00:00:00.000,1.92120,1.93215,1.91930,1.92962
20171031 12:00:00.000,1.92955,1.94313,1.92719,1.92915
20171101 00:00:00.000,1.92915,1.92990,1.91889,1.92268
20171101 12:00:00.000,1.92268,1.93114,1.91984,1.92259
20171102 00:00:00.000,1.92255,1.92402,1.91445,1.91451
20171102 12:00:00.000,1.91451,1.92378,1.88446,1.88867
20171103 00:00:00.000,1.88867,1.89086,1.88088,1.88762
20171103 12:00:00.000,1.88760,1.89383,1.88571,1.89231
20171106 00:00:00.000,1.89111,1.90305,1.89047,1.90176
20171106 12:00:00.000,1.90178,1.90422,1.89309,1.89592
20171107 00:00:00.000,1.89541,1.90143,1.89366,1.89958
20171107 12:00:00.000,1.89956,1.90780,1.89645,1.90686
20171108 00:00:00.000,1.90764,1.90900,1.89880,1.89984
20171108 12:00:00.000,1.89986,1.90022,1.88127,1.88240
20171109 00:00:00.000,1.88223,1.88925,1.88066,1.88182
20171109 12:00:00.000,1.88180,1.89503,1.87848,1.89161
20171110 00:00:00.000,1.89161,1.89871,1.88954,1.89282
20171110 12:00:00.000,1.89277,1.90674,1.89241,1.90190
20171113 00:00:00.000,1.90062,1.90345,1.88827,1.89285
20171113 12:00:00.000,1.89290,1.90186,1.89106,1.89966
20171114 00:00:00.000,1.89932,1.91612,1.89922,1.90837
20171114 12:00:00.000,1.90840,1.91637,1.90366,1.91455
20171115 00:00:00.000,1.91402,1.91858,1.90540,1.90550
20171115 12:00:00.000,1.90541,1.91723,1.90337,1.91527
20171116 00:00:00.000,1.91421,1.92532,1.91399,1.92369
20171116 12:00:00.000,1.92369,1.93023,1.92118,1.92568
20171117 00:00:00.000,1.92552,1.95223,1.92358,1.95026
20171117 12:00:00.000,1.95024,1.95357,1.93742,1.93875
20171120 00:00:00.000,1.94101,1.94373,1.93077,1.94298
20171120 12:00:00.000,1.94287,1.94624,1.93718,1.94317
20171121 00:00:00.000,1.94252,1.95110,1.94048,1.94266
20171121 12:00:00.000,1.94263,1.94442,1.93446,1.93765
20171122 00:00:00.000,1.93641,1.94204,1.93324,1.93976
20171122 12:00:00.000,1.93975,1.94278,1.93261,1.93530
20171123 00:00:00.000,1.93432,1.94012,1.92894,1.92999
20171123 12:00:00.000,1.93018,1.93401,1.92704,1.93087
20171124 00:00:00.000,1.92879,1.94036,1.92859,1.93979
20171124 12:00:00.000,1.93978,1.94054,1.93416,1.93799
20171127 00:00:00.000,1.93691,1.94314,1.93285,1.93714
20171127 12:00:00.000,1.93715,1.93793,1.92600,1.92661
20171128 00:00:00.000,1.92601,1.92717,1.91899,1.92097
20171128 12:00:00.000,1.92095,1.93691,1.90781,1.93300
20171129 00:00:00.000,1.93335,1.94337,1.93257,1.93585
20171129 12:00:00.000,1.93599,1.95030,1.93542,1.94825
20171130 00:00:00.000,1.94853,1.97094,1.94707,1.96920
20171130 12:00:00.000,1.96898,1.98042,1.96255,1.97932
20171201 00:00:00.000,1.97935,1.98374,1.96737,1.96910
20171201 12:00:00.000,1.96912,1.97297,1.95188,1.95443
20171204 00:00:00.000,1.95690,1.96854,1.95622,1.95821
20171204 12:00:00.000,1.95825,1.97398,1.95483,1.96476
20171205 00:00:00.000,1.96366,1.96546,1.94235,1.94755
20171205 12:00:00.000,1.94754,1.95702,1.94190,1.95448
20171206 00:00:00.000,1.95433,1.95476,1.93701,1.93971
20171206 12:00:00.000,1.93970,1.94819,1.93511,1.94523
20171207 00:00:00.000,1.94513,1.95688,1.94251,1.95633
20171207 12:00:00.000,1.95632,1.97388,1.94978,1.97146
20171208 00:00:00.000,1.97217,1.97718,1.96702,1.97092
20171208 12:00:00.000,1.97092,1.97194,1.95157,1.95630
20171211 00:00:00.000,1.95484,1.95947,1.92968,1.92986
20171211 12:00:00.000,1.92983,1.93963,1.92737,1.92945
20171212 00:00:00.000,1.92891,1.93277,1.91907,1.91959
20171212 12:00:00.000,1.91959,1.92651,1.91624,1.92025
20171213 00:00:00.000,1.92032,1.92545,1.91456,1.92440
20171213 12:00:00.000,1.92440,1.92553,1.90325,1.91005
20171214 00:00:00.000,1.90991,1.92498,1.90527,1.92359
20171214 12:00:00.000,1.92355,1.92422,1.91459,1.92293
20171215 00:00:00.000,1.92242,1.92386,1.90956,1.91349
20171215 12:00:00.000,1.91347,1.91428,1.89655,1.90491
20171218 00:00:00.000,1.90151,1.90487,1.89890,1.90400
20171218 12:00:00.000,1.90393,1.91459,1.90299,1.91299
20171219 00:00:00.000,1.91271,1.91504,1.90669,1.90711
20171219 12:00:00.000,1.90706,1.92145,1.90411,1.91908
20171220 00:00:00.000,1.91973,1.92600,1.91666,1.92069
20171220 12:00:00.000,1.92065,1.92544,1.90672,1.90691
20171221 00:00:00.000,1.90672,1.91278,1.90416,1.91066
20171221 12:00:00.000,1.91068,1.91302,1.90252,1.90678
20171222 00:00:00.000,1.90723,1.90954,1.90282,1.90852
20171222 12:00:00.000,1.90857,1.91206,1.89947,1.90150
20171225 00:00:00.000,1.90342,1.90358,1.89997,1.90311
20171226 00:00:00.000,1.90297,1.90472,1.89990,1.90156
20171226 12:00:00.000,1.90155,1.90586,1.89877,1.89921
20171227 00:00:00.000,1.89912,1.90251,1.89501,1.89711
20171227 12:00:00.000,1.89710,1.90044,1.89349,1.89923
20171228 00:00:00.000,1.89880,1.89975,1.89326,1.89810
20171228 12:00:00.000,1.89812,1.89952,1.89511,1.89579
20171229 00:00:00.000,1.89411,1.89944,1.89349,1.89693
20171229 12:00:00.000,1.89693,1.90692,1.89464,1.90204
20180102 00:00:00.000,1.90090,1.90802,1.89679,1.90311
20180102 12:00:00.000,1.90308,1.91414,1.90125,1.91237
20180103 00:00:00.000,1.91060,1.92140,1.91060,1.91257
20180103 12:00:00.000,1.91258,1.91314,1.90170,1.90550
20180104 00:00:00.000,1.90486,1.91004,1.89718,1.90196
20180104 12:00:00.000,1.90192,1.90333,1.89188,1.89333
20180105 00:00:00.000,1.89316,1.89819,1.89058,1.89146
20180105 12:00:00.000,1.89142,1.89514,1.88880,1.89234
20180108 00:00:00.000,1.89181,1.89458,1.88693,1.88747
20180108 12:00:00.000,1.88745,1.89236,1.88454,1.89014
20180109 00:00:00.000,1.88953,1.89396,1.88314,1.88768
20180109 12:00:00.000,1.88769,1.89076,1.87984,1.88992
20180110 00:00:00.000,1.88984,1.89524,1.87472,1.87725
20180110 12:00:00.000,1.87725,1.88169,1.87152,1.87599
20180111 00:00:00.000,1.87581,1.87967,1.86877,1.87143
20180111 12:00:00.000,1.87141,1.87358,1.86278,1.86402
20180112 00:00:00.000,1.86361,1.87665,1.86134,1.87572
20180112 12:00:00.000,1.87571,1.89567,1.87475,1.89050
20180115 00:00:00.000,1.89532,1.89680,1.88465,1.89119
20180115 12:00:00.000,1.89118,1.89412,1.88633,1.88915
20180116 00:00:00.000,1.88661,1.89729,1.88661,1.89304
20180116 12:00:00.000,1.89306,1.89749,1.88950,1.89698
20180117 00:00:00.000,1.89698,1.90454,1.89584,1.89727
20180117 12:00:00.000,1.89729,1.90267,1.89313,1.90121
20180118 00:00:00.000,1.90076,1.90728,1.89411,1.89958
20180118 12:00:00.000,1.89958,1.90840,1.89555,1.90236
20180119 00:00:00.000,1.90231,1.90875,1.90071,1.90478
20180119 12:00:00.000,1.90477,1.90730,1.90037,1.90234
20180122 00:00:00.000,1.90629,1.90830,1.90168,1.90223
20180122 12:00:00.000,1.90224,1.91239,1.90059,1.90823
20180123 00:00:00.000,1.90764,1.91123,1.90335,1.90354
20180123 12:00:00.000,1.90356,1.90663,1.90021,1.90299
20180124 00:00:00.000,1.90327,1.90861,1.90223,1.90630
20180124 12:00:00.000,1.90629,1.94283,1.90336,1.94005
20180125 00:00:00.000,1.94161,1.94253,1.93168,1.93911
20180125 12:00:00.000,1.93912,1.94604,1.92398,1.92985
20180126 00:00:00.000,1.92888,1.93891,1.92846,1.93495
20180126 12:00:00.000,1.93501,1.94098,1.92230,1.92358
20180129 00:00:00.000,1.92441,1.92937,1.92097,1.92606
20180129 12:00:00.000,1.92606,1.92697,1.91553,1.92141
20180130 00:00:00.000,1.92121,1.92296,1.91453,1.92131
20180130 12:00:00.000,1.92140,1.93151,1.91950,1.92977
20180131 00:00:00.000,1.92945,1.93041,1.91009,1.91022
20180131 12:00:00.000,1.91029,1.92863,1.90842,1.92637
20180201 00:00:00.000,1.92514,1.93837,1.92433,1.93754
20180201 12:00:00.000,1.93754,1.94021,1.92433,1.92702
20180202 00:00:00.000,1.92814,1.93737,1.92640,1.93267
20180202 12:00:00.000,1.93267,1.93752,1.92804,1.93274
20180205 00:00:00.000,1.93382,1.93833,1.92612,1.92629
20180205 12:00:00.000,1.92628,1.93136,1.91837,1.92097
20180206 00:00:00.000,1.92088,1.92306,1.90932,1.91406
20180206 12:00:00.000,1.91407,1.91470,1.89654,1.89915
20180207 00:00:00.000,1.89996,1.91197,1.89806,1.90433
20180207 12:00:00.000,1.90433,1.92466,1.89660,1.91739
20180208 00:00:00.000,1.91603,1.93569,1.91540,1.92415
20180208 12:00:00.000,1.92415,1.94526,1.92029,1.92671
20180209 00:00:00.000,1.92661,1.93808,1.92471,1.92625
20180209 12:00:00.000,1.92629,1.92722,1.90001,1.90483
20180212 00:00:00.000,1.90531,1.91398,1.90407,1.91068
20180212 12:00:00.000,1.91069,1.91430,1.90408,1.90459
20180213 00:00:00.000,1.90436,1.90923,1.89589,1.90470
20180213 12:00:00.000,1.90470,1.91099,1.90218,1.90923
20180214 00:00:00.000,1.90901,1.90961,1.89658,1.89762
20180214 12:00:00.000,1.89761,1.90794,1.89358,1.90004
20180215 00:00:00.000,1.89967,1.90136,1.89420,1.89978
20180215 12:00:00.000,1.89975,1.90812,1.89903,1.90282
20180216 00:00:00.000,1.90241,1.90816,1.89685,1.89776
20180216 12:00:00.000,1.89780,1.90101,1.89592,1.89761
20180219 00:00:00.000,1.89799,1.90110,1.89489,1.89815
20180219 12:00:00.000,1.89815,1.90178,1.89584,1.89811
20180220 00:00:00.000,1.89779,1.90499,1.89489,1.90438
20180220 12:00:00.000,1.90440,1.90657,1.89687,1.90443
20180221 00:00:00.000,1.90527,1.90794,1.89537,1.90037
20180221 12:00:00.000,1.90032,1.90426,1.89314,1.90151
20180222 00:00:00.000,1.90123,1.90314,1.89378,1.89446
20180222 12:00:00.000,1.89447,1.90472,1.89022,1.90063
20180223 00:00:00.000,1.89864,1.91515,1.89864,1.91206
20180223 12:00:00.000,1.91209,1.92153,1.90748,1.91466
20180226 00:00:00.000,1.91663,1.91890,1.90935,1.91597
20180226 12:00:00.000,1.91596,1.91981,1.90623,1.91232
20180227 00:00:00.000,1.91192,1.91937,1.91145,1.91630
20180227 12:00:00.000,1.91629,1.92315,1.91094,1.92188
20180228 00:00:00.000,1.92163,1.92758,1.91832,1.92366
20180228 12:00:00.000,1.92364,1.92623,1.90670,1.90802
20180301 00:00:00.000,1.90824,1.91275,1.90496,1.90747
20180301 12:00:00.000,1.90744,1.90786,1.89422,1.90001
20180302 00:00:00.000,1.89838,1.89977,1.89132,1.89921
20180302 12:00:00.000,1.89919,1.91012,1.89720,1.90459
20180305 00:00:00.000,1.90424,1.91436,1.90393,1.91297
20180305 12:00:00.000,1.91296,1.91796,1.90931,1.91599
20180306 00:00:00.000,1.91641,1.91738,1.90828,1.91098
20180306 12:00:00.000,1.91098,1.91214,1.90091,1.90441
20180307 00:00:00.000,1.90331,1.90995,1.90172,1.90486
20180307 12:00:00.000,1.90481,1.91321,1.90150,1.90798
20180308 00:00:00.000,1.90690,1.91282,1.90494,1.90985
20180308 12:00:00.000,1.90979,1.91398,1.89703,1.90197
20180309 00:00:00.000,1.90151,1.90268,1.89534,1.89800
20180309 12:00:00.000,1.89809,1.90483,1.89702,1.90142
20180312 00:00:00.000,1.89949,1.89988,1.89226,1.89597
20180312 12:00:00.000,1.89597,1.90751,1.89464,1.90555
20180313 00:00:00.000,1.90555,1.90639,1.89318,1.89414
20180313 12:00:00.000,1.89418,1.90767,1.89399,1.90606
20180314 00:00:00.000,1.90587,1.90778,1.90249,1.90336
20180314 12:00:00.000,1.90335,1.91141,1.90092,1.91055
20180315 00:00:00.000,1.91053,1.91103,1.90328,1.90447
20180315 12:00:00.000,1.90446,1.91862,1.90376,1.91423
20180316 00:00:00.000,1.91415,1.92763,1.91415,1.92604
20180316 12:00:00.000,1.92605,1.93374,1.92518,1.93143
20180319 00:00:00.000,1.93148,1.93905,1.92868,1.93706
20180319 12:00:00.000,1.93699,1.95283,1.93393,1.93646
20180320 00:00:00.000,1.93646,1.94863,1.93548,1.94486
20180320 12:00:00.000,1.94484,1.95249,1.93956,1.95103
20180321 00:00:00.000,1.95101,1.96382,1.94892,1.96122
20180321 12:00:00.000,1.96131,1.96415,1.95190,1.95605
20180322 00:00:00.000,1.95603,1.95991,1.95077,1.95366
20180322 12:00:00.000,1.95379,1.96312,1.94915,1.95567
20180323 00:00:00.000,1.95572,1.95681,1.94695,1.94891
20180323 12:00:00.000,1.94892,1.95295,1.94381,1.95262
20180326 00:00:00.000,1.95368,1.95552,1.94263,1.94828
20180326 12:00:00.000,1.94830,1.95349,1.94587,1.94924
20180327 00:00:00.000,1.94898,1.95387,1.94291,1.94300
20180327 12:00:00.000,1.94302,1.95059,1.93706,1.94831
20180328 00:00:00.000,1.94666,1.95468,1.94614,1.95279
